CPU Name,CPU Mark (Higher is better),Rank (Lower is better),CPU Value (Higher is better),Price (USD)
Intel Xeon E5-2603 v2 @ 1.80GHz,"2,751",1507,68.99,$39.88 
Intel Xeon W3520 @ 2.67GHz,"2,746",1508,146.46,$18.75*
AMD PRO A12-8800B,"2,741",1509,NA,NA
Intel Core i5-5350U @ 1.80GHz,"2,740",1510,NA,NA
Intel Core i3-6157U @ 2.40GHz,"2,738",1511,NA,NA
AMD A8 PRO-7600B APU,"2,736",1512,NA,NA
"Qualcomm Technologies, Inc ATOLL-AB","2,727",1513,NA,NA
AMD RX-427BB,"2,726",1514,NA,NA
Intel Core i7-860S @ 2.53GHz,"2,725",1515,10.9,$250.00 
Intel Core i5-5300U @ 2.30GHz,"2,722",1516,9.39,$289.99*
Intel Core i7-5500U @ 2.40GHz,"2,718",1517,NA,NA
AMD A6-9400,"2,717",1518,NA,NA
Intel Celeron J4115 @ 1.80GHz,"2,717",1519,NA,NA
Intel Celeron G4950 @ 3.30GHz,"2,714",1520,30.16,$89.99*
Intel Core i7-920 @ 2.67GHz,"2,711",1521,10.89,$248.99*
Intel Core i3-7100U @ 2.40GHz,"2,710",1522,5.87,$462.00*
AMD FX-4130 Quad-Core,"2,708",1523,116,$23.34 
Intel Xeon X3460 @ 2.80GHz,"2,705",1525,30.14,$89.75 
Intel Xeon X5492 @ 3.40GHz,"2,705",1524,1.94,"$1,391.29*"
Intel Core i7-4600U @ 2.10GHz,"2,704",1526,NA,NA
AMD PRO A12-9800B,"2,696",1527,NA,NA
AMD RX-425BB,"2,696",1529,NA,NA
Intel Pentium G4500 @ 3.50GHz,"2,696",1528,12.37,$218.00*
Intel Xeon X5470 @ 3.33GHz,"2,689",1530,14.94,$179.95*
Intel Xeon E5607 @ 2.27GHz,"2,686",1531,22.35,$120.19 
Intel Celeron N5100 @ 1.10GHz,"2,681",1533,NA,NA
Intel Core i5-4402E @ 1.60GHz,"2,681",1532,NA,NA
AMD Athlon X4 740 Quad Core,"2,680",1534,107.23,$24.99 
AMD A8-5500B APU,"2,679",1536,54.62,$49.04*
Intel Xeon E5540 @ 2.53GHz,"2,679",1535,29.86,$89.75 
AMD 3015e,"2,678",1537,NA,NA
"Qualcomm Technologies, Inc SM7150","2,675",1538,NA,NA
"Qualcomm Technologies, Inc SDM730G AIE","2,674",1539,NA,NA
Intel Xeon E5-2407 @ 2.20GHz,"2,661",1540,5.65,$471.00 
Intel Core i5-3340M @ 2.70GHz,"2,657",1541,37.98,$69.95*
Intel Core i7-3687U @ 2.10GHz,"2,657",1542,NA,NA
Intel Core i3-3250T @ 3.00GHz,"2,650",1543,NA,NA
AMD Phenom II X4 970,"2,643",1544,44.14,$59.88 
Intel Pentium Silver N5030 @ 1.10GHz,"2,642",1545,NA,NA
Intel Xeon E5-2609 @ 2.40GHz,"2,640",1546,30,$88.00 
Intel Xeon X5482 @ 3.20GHz,"2,636",1547,26.37,$99.95*
AMD FirePro A320 APU,"2,634",1548,NA,NA
Intel Core2 Extreme X9770 @ 3.20GHz,"2,632",1549,1.64,"$1,608.95*"
Intel Xeon X3440 @ 2.53GHz,"2,627",1550,52.53,$50.00 
Intel Core i5-3320M @ 2.60GHz,"2,624",1551,47.72,$54.99*
Intel Core i5-3610ME @ 2.70GHz,"2,623",1552,NA,NA
AMD 3020e,"2,614",1553,NA,NA
Intel Core i3-6100U @ 2.30GHz,"2,613",1554,4.93,$529.99*
AMD A12-9720P,"2,609",1555,NA,NA
Samsung Exynos 8895,"2,605",1556,NA,NA
Intel Xeon E5530 @ 2.40GHz,"2,603",1557,86.8,$29.99 
AMD PRO A10-9700B,"2,602",1558,NA,NA
Intel Core i7-4510U @ 2.00GHz,"2,598",1559,NA,NA
Intel Pentium G4400 @ 3.30GHz,"2,596",1560,25.96,$99.99 
Intel Core i5-680 @ 3.60GHz,"2,593",1561,39.29,$65.99 
Intel Core i7-7Y75 @ 1.30GHz,"2,589",1562,NA,NA
Intel Pentium Silver N5000 @ 1.10GHz,"2,589",1563,16.08,$161.00*
Intel Core i3-5157U @ 2.50GHz,"2,588",1564,NA,NA
Intel Core i3-4110M @ 2.60GHz,"2,580",1565,NA,NA
AMD FX-770K Quad-Core,"2,578",1566,NA,NA
AMD Phenom II X4 B65,"2,576",1567,NA,NA
Intel Celeron G4930 @ 3.20GHz,"2,575",1568,53.65,$47.99 
Intel Core i7-3667U @ 2.00GHz,"2,574",1569,NA,NA
Intel Core i5-760 @ 2.80GHz,"2,572",1570,43.22,$59.50 
AMD A8-5500 APU,"2,571",1571,43.62,$58.95*
Intel Core i3-7020U @ 2.30GHz,"2,569",1572,9.14,$281.00*
MediaTek MT6779V/CE,"2,568",1573,NA,NA
AMD Athlon II X4 557,"2,567",1574,NA,NA
Intel Core m3-7Y30 @ 1.00GHz,"2,555",1575,NA,NA
Intel Core i5-4288U @ 2.60GHz,"2,554",1576,NA,NA
AMD FX-4100 Quad-Core,"2,545",1577,95.79,$26.57 
Intel Xeon X5460 @ 3.16GHz,"2,540",1578,76.2,$33.34*
Apple A9X,"2,530",1579,NA,NA
Intel Core i7-4500U @ 1.80GHz,"2,529",1580,NA,NA
Intel Celeron N4120 @ 1.10GHz,"2,526",1581,NA,NA
AMD A10-9620P,"2,525",1582,NA,NA
Intel Xeon L5530 @ 2.40GHz,"2,522",1583,130.94,$19.26*
Intel Core i3-7102E @ 2.10GHz,"2,521",1584,11.21,$225.00*
AMD Phenom II X4 B99,"2,520",1585,NA,NA
Intel Pentium G4500T @ 3.00GHz,"2,518",1586,NA,NA
AMD Phenom II X4 965,"2,517",1587,28.6,$88.02*
Intel Core i5-3230M @ 2.60GHz,"2,515",1588,25.15,$99.99*
Intel Core i5-5200U @ 2.20GHz,"2,515",1589,8.95,$281.00*
Intel Core i3-3245 @ 3.40GHz,"2,514",1591,16.87,$149.00 
Intel Xeon E5520 @ 2.27GHz,"2,514",1590,71.83,$35.00 
Intel Core i3-4330TE @ 2.40GHz,"2,500",1592,NA,NA
Intel Core i5-5250U @ 1.60GHz,"2,500",1593,4.72,$529.99*
AArch64 rev 0 (aarch64),"2,499",1594,NA,NA
Intel Core i5-4300U @ 1.90GHz,"2,494",1595,NA,NA
Intel Xeon L7455 @ 2.13GHz,"2,494",1596,NA,NA
Intel Xeon E5606 @ 2.13GHz,"2,493",1597,10.84,$230.00 
Snapdragon 7c Gen 2 @ 2.55,"2,486",1598,NA,NA
Intel Core i5-670 @ 3.47GHz,"2,483",1599,6.15,$403.50*
AMD Opteron 8439 SE,"2,479",1601,47.67,$52.00*
AMD Phenom II X4 975,"2,479",1600,25.56,$97.00*
Intel Core i5-4258U @ 2.40GHz,"2,477",1602,NA,NA
AMD Athlon II X4 559,"2,473",1603,NA,NA
AMD Phenom II X4 B97,"2,467",1604,30.85,$79.95*
Intel Core i5-4310U @ 2.00GHz,"2,466",1605,NA,NA
Intel Core i5-750 @ 2.67GHz,"2,466",1606,27.4,$90.00*
Intel Xeon E5-2403 @ 1.80GHz,"2,464",1607,70.41,$34.99 
Intel Xeon E5450 @ 3.00GHz,"2,461",1608,66.54,$36.99*
Intel Celeron N4100 @ 1.10GHz,"2,460",1609,22.99,$107.00*
Intel Xeon D-1602 @ 2.50GHz,"2,459",1610,23.2,$106.00*
Intel Core i7-2640M @ 2.80GHz,"2,457",1611,20.48,$119.95*
HiSilicon Kirin 970,"2,455",1612,NA,NA
Intel Core2 Extreme X9650 @ 3.00GHz,"2,453",1613,2.85,$859.99*
HiSilicon Kirin 960,"2,448",1614,NA,NA
Intel Core i7-4610Y @ 1.70GHz,"2,446",1616,NA,NA
Intel Xeon X3370 @ 3.00GHz,"2,446",1615,61.16,$40.00*
"Qualcomm Technologies, Inc SM6150","2,444",1617,NA,NA
Intel Core i3-4100M @ 2.50GHz,"2,440",1618,11.16,$218.57*
MediaTek MT6779V/CU,"2,439",1619,NA,NA
Intel Core i5-4260U @ 1.40GHz,"2,435",1620,NA,NA
Intel Core i5-3210M @ 2.50GHz,"2,433",1621,39.23,$62.02*
Intel Xeon E5472 @ 3.00GHz,"2,432",1622,121.35,$20.04*
MediaTek MT6779V/CV,"2,431",1623,NA,NA
Intel Celeron G4900 @ 3.10GHz,"2,430",1624,21.51,$112.99 
Intel Pentium G3470 @ 3.60GHz,"2,428",1625,37.36,$64.99 
Intel Core i5-661 @ 3.33GHz,"2,427",1626,12.12,$200.19 
AMD Phenom II X4 955,"2,425",1627,13.76,$176.18*
AMD Athlon II X4 553,"2,418",1628,NA,NA
Intel Core i7-2620M @ 2.70GHz,"2,409",1629,15.07,$159.81*
Intel Pentium G4400T @ 2.90GHz,"2,407",1630,NA,NA
Intel Celeron G4920 @ 3.20GHz,"2,406",1631,19.29,$124.76 
Intel Atom C2750 @ 2.40GHz,"2,401",1632,10.35,$232.00*
AMD Phenom II X4 850,"2,397",1634,36.89,$64.99*
Intel Core i7-3537U @ 2.00GHz,"2,397",1633,NA,NA
AMD PRO A12-8830B,"2,392",1635,NA,NA
AMD Athlon II X4 650,"2,390",1636,14.34,$166.60*
"Qualcomm Technologies, Inc MSM8998","2,383",1637,NA,NA
AMD Opteron 4170 HE,"2,382",1638,59.56,$39.99*
AMD PRO A8-9600B,"2,379",1639,NA,NA
AMD Phenom II X4 977,"2,377",1640,NA,NA
Intel Core2 Quad Q9650 @ 3.00GHz,"2,375",1641,39.93,$59.47 
Intel Pentium J4205 @ 1.50GHz,"2,371",1642,NA,NA
Intel Celeron G3950 @ 3.00GHz,"2,369",1643,16.56,$143.00 
Intel Core i7-940XM @ 2.13GHz,"2,367",1644,NA,NA
Intel Xeon X5450 @ 3.00GHz,"2,367",1645,47.37,$49.96*
AMD A12-9700P,"2,366",1646,NA,NA
AMD Phenom II X4 B55,"2,366",1647,NA,NA
Intel Core i5-2390T @ 2.70GHz,"2,364",1648,23.66,$99.90*
Apple A8X,"2,363",1649,NA,NA
Intel Xeon E5-2603 @ 1.80GHz,"2,362",1650,20.51,$115.19 
Intel Pentium 6405U @ 2.40GHz,"2,359",1651,14.66,$161.00*
AMD Phenom II X4 B60,"2,357",1652,NA,NA
AMD Phenom II X4 840,"2,353",1654,93.13,$25.26 
Intel Atom C3558 @ 2.20GHz,"2,353",1653,27.36,$86.00*
Intel Core i7-4550U @ 1.50GHz,"2,351",1655,NA,NA
Intel Core i3-6102E @ 1.90GHz,"2,349",1657,10.44,$225.00*
Snapdragon 7c @ 2.40 GHz,"2,349",1656,NA,NA
Intel Core2 Extreme X9750 @ 3.16GHz,"2,348",1658,NA,NA
AMD A8-3870K APU,"2,341",1660,93.12,$25.14*
AMD Phenom II X4 B35,"2,341",1659,NA,NA
Intel Xeon X5472 @ 3.00GHz,"2,340",1661,10.4,$225.00*
AMD Athlon II X4 651 Quad-Core,"2,338",1662,15.59,$149.95*
MT6771V/WL,"2,338",1663,NA,NA
Intel Core i5-660 @ 3.33GHz,"2,336",1665,109.4,$21.35*
Intel Core m5-6Y57 @ 1.10GHz,"2,336",1664,NA,NA
Intel Core i3-3250 @ 3.50GHz,"2,329",1666,27.08,$85.99 
Intel Core m7-6Y75 @ 1.20GHz,"2,328",1667,NA,NA
AMD PRO A10-8730B,"2,322",1668,NA,NA
Intel Core i7-4650U @ 1.70GHz,"2,318",1669,NA,NA
Intel Xeon L5520 @ 2.27GHz,"2,312",1670,23.12,$100.00 
AMD A10-6700T APU,"2,311",1671,15.66,$147.61*
AMD Athlon II X4 555,"2,310",1672,NA,NA
Intel Celeron G5905T @ 3.30GHz,"2,309",1673,54.99,$42.00*
Intel Core i5-8200Y @ 1.30GHz,"2,308",1675,7.93,$291.00*
Intel Xeon X3380 @ 3.16GHz,"2,308",1674,4.53,$509.95*
Intel Core i3-2140 @ 3.50GHz,"2,307",1676,NA,NA
AMD FX-7600P,"2,306",1677,NA,NA
Intel Core i5-4350U @ 1.40GHz,"2,305",1678,NA,NA
AMD Phenom II X4 B70,"2,303",1679,NA,NA
Intel Core i5-2540M @ 2.60GHz,"2,293",1681,28.67,$79.97*
Intel Pentium 5405U @ 2.30GHz,"2,293",1680,14.24,$161.00*
Intel Celeron G4900T @ 2.90GHz,"2,292",1682,54.56,$42.00*
AArch64 rev 1 (aarch64),"2,287",1683,NA,NA
Intel Core i5-3427U @ 1.80GHz,"2,286",1684,5.44,$420.05*
Intel Core i5-4210U @ 1.70GHz,"2,285",1685,NA,NA
Intel Pentium 1403 v2 @ 2.60GHz,"2,284",1686,NA,NA
AMD Opteron 3260 HE,"2,283",1687,NA,NA
Intel Core i3-6006U @ 2.00GHz,"2,277",1688,NA,NA
Intel Core i3-3240 @ 3.40GHz,"2,274",1689,53.03,$42.89 
Intel Xeon L3360 @ 2.83GHz,"2,273",1690,25.47,$89.23*
Intel Celeron G3930 @ 2.90GHz,"2,271",1691,15.77,$144.00 
Intel Core2 Quad Q9550 @ 2.83GHz,"2,270",1692,6.99,$325.00 
Intel Core2 Extreme Q6800 @ 2.93GHz,"2,267",1693,2.02,"$1,125.00*"
Intel Celeron G3920 @ 2.90GHz,"2,265",1694,12.58,$179.99 
AMD PRO A8-8600B,"2,262",1695,NA,NA
Intel Core M-5Y71 @ 1.20GHz,"2,261",1696,8.05,$281.00*
Hisilicon Kirin970,"2,260",1697,NA,NA
Intel Celeron J3455 @ 1.50GHz,"2,259",1699,6.47,$349.00*
Intel Core i5-3437U @ 1.90GHz,"2,259",1698,NA,NA
Intel Celeron J3455E @ 1.50GHz,"2,256",1700,NA,NA
AMD Phenom II X4 B95,"2,254",1701,36.34,$62.02*
Intel Xeon X3360 @ 2.83GHz,"2,253",1702,56.33,$39.99*
Intel Pentium 4417U @ 2.30GHz,"2,247",1703,13.95,$161.00*
Intel Celeron 6305 @ 1.80GHz,"2,246",1704,NA,NA
AMD Phenom II X4 840T,"2,245",1706,33.99,$66.04*
"Qualcomm Technologies, Inc SM4350","2,245",1705,NA,NA
Intel Core2 Extreme Q6850 @ 3.00GHz,"2,243",1707,1.5,"$1,495.95*"
"Qualcomm Technologies, Inc BENGALP","2,243",1708,NA,NA
AMD PRO A10-8700B,"2,242",1709,NA,NA
Intel Xeon E5440 @ 2.83GHz,"2,242",1710,59.01,$37.99*
AMD Phenom II X4 B40,"2,238",1711,NA,NA
AMD Phenom II X4 B50,"2,237",1712,NA,NA
AMD A10-9600P,"2,235",1713,NA,NA
Intel Core i5-2520M @ 2.50GHz,"2,235",1714,53.08,$42.10*
AMD Phenom II X4 945,"2,233",1715,67.93,$32.87 
AMD A8-8600P,"2,231",1717,NA,NA
AMD FX-9800P,"2,231",1716,NA,NA
Intel Xeon X3353 @ 2.66GHz,"2,229",1718,30.33,$73.50*
MT6969T,"2,228",1719,NA,NA
Hisilicon Kirin820,"2,226",1720,NA,NA
Intel Xeon X3363 @ 2.83GHz,"2,225",1721,25.4,$87.60*
Rockchip RK3399,"2,225",1722,NA,NA
Intel Celeron G4930T @ 3.00GHz,"2,224",1723,52.95,$42.00*
AMD Athlon II X4 645,"2,223",1725,77.05,$28.85 
Intel Celeron G3900 @ 2.80GHz,"2,223",1724,15.88,$139.99 
AMD Phenom II X4 940,"2,219",1726,2.47,$900.00*
Intel Xeon X3430 @ 2.40GHz,"2,219",1727,24.67,$89.92 
Intel Celeron G3930TE @ 2.70GHz,"2,218",1728,52.82,$42.00*
Intel Xeon E5430 @ 2.66GHz,"2,217",1729,9.64,$229.95*
Intel Core i5-650 @ 3.20GHz,"2,216",1730,61.58,$35.99 
MediaTek MT6769V/CU,"2,216",1731,NA,NA
MT6769V/CZ,"2,213",1732,NA,NA
AMD A10-8700P,"2,210",1733,NA,NA
Intel Xeon L5430 @ 2.66GHz,"2,210",1734,13.99,$157.95*
Intel Celeron N6211 @ 1.20GHz,"2,207",1735,40.88,$54.00*
Intel Pentium 4415U @ 2.30GHz,"2,207",1736,NA,NA
AMD Phenom II X4 973,"2,204",1737,NA,NA
Intel Core2 Quad Q9500 @ 2.83GHz,"2,200",1738,44.89,$49.01*
Intel Celeron G3900T @ 2.60GHz,"2,199",1739,19.56,$112.46*
Intel Xeon X5365 @ 3.00GHz,"2,198",1740,34.89,$62.99*
Intel Core i3-21050 @ 3.10GHz,"2,193",1741,NA,NA
Intel Xeon L3426 @ 1.87GHz,"2,193",1742,9.66,$227.00 
Intel Core i5-4200U @ 1.60GHz,"2,192",1744,NA,NA
MediaTek MT6769V/WB,"2,192",1745,NA,NA
Snapdragon 850 @ 2.96 GHz,"2,192",1743,NA,NA
AMD Phenom II X4 B45,"2,190",1747,NA,NA
Intel Pentium G4400TE @ 2.40GHz,"2,190",1746,34.23,$64.00*
Intel Core i3-3225 @ 3.30GHz,"2,187",1748,10.42,$210.00 
AMD Phenom II X4 960T,"2,183",1749,73.07,$29.88 
MediaTek MT6769T,"2,180",1750,NA,NA
Intel Core i3-5020U @ 2.20GHz,"2,179",1751,4.75,$459.00*
"Qualcomm Technologies, Inc SDA660","2,178",1752,NA,NA
Intel Core i7-3517U @ 1.90GHz,"2,176",1754,NA,NA
Samsung Exynos 8890,"2,176",1753,NA,NA
Intel Atom C2750 @ 2.41GHz,"2,174",1756,NA,NA
"Qualcomm Technologies, Inc SDM712","2,174",1755,NA,NA
Hisilicon Kirin710,"2,173",1758,NA,NA
MediaTek MT6769Z,"2,173",1757,NA,NA
Intel Core i3-3220 @ 3.30GHz,"2,162",1759,54.08,$39.98 
Intel Core i5-4250U @ 1.30GHz,"2,162",1760,6.19,$349.00*
AMD Phenom II X4 925,"2,161",1762,103.06,$20.97 
Intel Core m5-6Y54 @ 1.10GHz,"2,161",1761,NA,NA
Intel Xeon X3350 @ 2.66GHz,"2,158",1763,35.97,$59.99*
AMD A8-7200P,"2,156",1764,NA,NA
Intel Pentium N4200 @ 1.10GHz,"2,154",1765,9.42,$228.71*
MediaTek MT6771V/CT,"2,154",1766,NA,NA
Intel Atom E3950 @ 1.60GHz,"2,151",1767,NA,NA
AMD Athlon II X4 641 Quad-Core,"2,143",1768,142.98,$14.99 
Intel Core i7-3517UE @ 1.70GHz,"2,141",1769,NA,NA
AMD Athlon II X4 640,"2,136",1770,148.67,$14.37 
Intel Pentium G3460 @ 3.50GHz,"2,133",1771,12.18,$175.19 
"Qualcomm Technologies, Inc SDM710","2,133",1772,NA,NA
Intel Core i5-2560M @ 2.70GHz,"2,131",1774,NA,NA
MT6769V/CT,"2,131",1773,NA,NA
Intel Pentium G3430 @ 3.30GHz,"2,129",1776,35.48,$59.99 
Intel Pentium G3440 @ 3.30GHz,"2,129",1775,35.5,$59.99 
"Qualcomm Technologies, Inc BENGAL","2,127",1777,NA,NA
AMD A8-3850 APU,"2,124",1778,16.38,$129.68*
Intel Core i3-5010U @ 2.10GHz,"2,123",1779,7.08,$299.86*
AMD Athlon X4 640,"2,115",1780,NA,NA
MediaTek MT6763V/CE,"2,113",1781,NA,NA
Intel Celeron G3930T @ 2.70GHz,"2,109",1782,21.11,$99.89 
"Qualcomm Technologies, Inc TRINKET","2,109",1783,NA,NA
AMD Phenom II X4 820,"2,108",1784,72.68,$29.00*
AMD Phenom II X4 B25,"2,108",1785,NA,NA
Intel Pentium G3440T @ 2.80GHz,"2,107",1786,NA,NA
AMD Phenom II X4 B93,"2,104",1787,NA,NA
"Qualcomm Technologies, Inc SDM670","2,104",1788,NA,NA
Intel Core i3-5015U @ 2.10GHz,"2,097",1789,NA,NA
MediaTek MT6771V/WT,"2,095",1790,NA,NA
Intel Core i3-2125 @ 3.30GHz,"2,093",1791,13.77,$152.00*
Intel Core M-5Y31 @ 0.90GHz,"2,091",1792,NA,NA
MediaTek MT6771V/C,"2,090",1793,NA,NA
Intel Core2 Quad Q9450 @ 2.66GHz,"2,089",1794,58.51,$35.70*
MediaTek MT6769V/CB,"2,088",1795,NA,NA
AMD Opteron 1389,"2,079",1796,NA,NA
AMD Athlon II X4 655,"2,078",1797,NA,NA
MediaTek MT6771V/W,"2,075",1798,NA,NA
AMD Opteron 2384,"2,074",1799,1.86,"$1,114.00*"
Intel Xeon X3230 @ 2.66GHz,"2,073",1800,5.92,$349.95*
AMD Athlon II X4 631 Quad-Core,"2,072",1801,208.05,$9.96 
AMD A10-7400P,"2,071",1802,NA,NA
AMD Athlon II X4 630,"2,069",1803,21.37,$96.84*
"Qualcomm Technologies, Inc SM6115","2,069",1804,NA,NA
Intel Pentium 4405U @ 2.10GHz,"2,067",1805,NA,NA
Apple A9,"2,064",1806,NA,NA
AMD Opteron 3250 HE,"2,061",1807,20.82,$99.00*
Intel Core i3-3210 @ 3.20GHz,"2,061",1808,12.49,$165.00 
Intel Pentium G2140 @ 3.30GHz,"2,059",1809,18.69,$110.19 
AMD Opteron 4162 EE,"2,058",1810,102.97,$19.99*
Intel Atom C2758 @ 2.40GHz,"2,056",1812,9.57,$214.86*
Intel Pentium G3258 @ 3.20GHz,"2,056",1811,51.43,$39.98 
Intel Core i7-640M @ 2.80GHz,"2,055",1813,11.39,$180.45*
Intel Xeon E3-1220L @ 2.20GHz,"2,050",1814,NA,NA
Unisoc T618,"2,049",1816,NA,NA
Unisoc ums512,"2,049",1815,NA,NA
Intel Core i5-2450M @ 2.50GHz,"2,045",1818,31.94,$64.02*
Intel Core2 Quad Q9400 @ 2.66GHz,"2,045",1817,41.01,$49.87 
Intel Core i7-920XM @ 2.00GHz,"2,044",1819,5.12,$398.95*
AMD A6-3670 APU,"2,040",1822,11.55,$176.59*
"Qualcomm Technologies, Inc SDM660","2,040",1821,NA,NA
"Qualcomm Technologies, Inc SM6125","2,040",1820,NA,NA
Intel Xeon L5420 @ 2.50GHz,"2,038",1823,74.11,$27.50*
Intel Celeron G3900E @ 2.40GHz,"2,034",1824,19.01,$107.00*
Intel Core i5-3337U @ 1.80GHz,"2,032",1825,9.03,$225.00*
Intel Core i5-2415M @ 2.30GHz,"2,031",1826,NA,NA
AMD A6-3650 APU,"2,030",1827,18.63,$109.00 
Intel Core i3-2102 @ 3.10GHz,"2,029",1828,34.98,$58.00*
Intel Xeon E5462 @ 2.80GHz,"2,027",1830,74.24,$27.30*
Intel Xeon E7- 2830 @ 2.13GHz,"2,027",1829,1.14,"$1,779.00*"
AMD Athlon II X4 638 Quad-Core,"2,026",1831,32.23,$62.85*
Intel Core i3-5005U @ 2.00GHz,"2,023",1832,6.57,$308.00*
Intel Pentium G3260 @ 3.30GHz,"2,023",1833,44.96,$44.99 
AMD A8-3820 APU,"2,019",1834,44.91,$44.95*
Intel Core i5-655K @ 3.20GHz,"2,017",1836,25.87,$77.99 
Intel Core2 Quad Q6700 @ 2.66GHz,"2,017",1835,20.18,$99.95*
AMD Phenom II X4 910e,"2,016",1837,28.85,$69.90*
Intel Pentium G3450T @ 2.90GHz,"2,016",1838,NA,NA
Intel Core i5-2430M @ 2.40GHz,"2,015",1839,27.6,$73.02*
Samsung Exynos 9611,"2,014",1840,NA,NA
Intel Core M-5Y51 @ 1.10GHz,"2,011",1841,NA,NA
Intel Core2 Extreme Q9200 @ 2.40GHz,"2,011",1842,NA,NA
AMD Athlon II X4 635,"2,010",1845,51.54,$38.99 
Intel Core2 Quad Q8400 @ 2.66GHz,"2,010",1843,15.6,$128.88*
Intel Core2 Quad Q9505 @ 2.83GHz,"2,010",1844,10.58,$190.00*
Intel Core i7-620M @ 2.67GHz,"2,003",1846,5.64,$355.00*
"Qualcomm Technologies, Inc SDM665","2,002",1847,NA,NA
Intel Core i7-2655LE @ 2.20GHz,"1,999",1848,NA,NA
AMD A10-5757M APU,"1,997",1849,NA,NA
AMD Opteron 2427,"1,995",1850,36.28,$55.00*
MediaTek MT6768V/CA,"1,995",1851,NA,NA
Intel Core i3-2130 @ 3.40GHz,"1,994",1852,43.36,$45.99 
Intel Core i7-2677M @ 1.80GHz,"1,993",1853,NA,NA
HiSilicon Kirin 950,"1,991",1854,NA,NA
AMD Athlon X4 750 Quad Core,"1,986",1856,20.96,$94.75 
Intel Xeon X3320 @ 2.50GHz,"1,986",1855,8.65,$229.50*
Intel Core i3-3240T @ 2.90GHz,"1,985",1857,NA,NA
Intel Pentium G3420 @ 3.20GHz,"1,979",1859,39.58,$49.99 
Intel Xeon X5355 @ 2.66GHz,"1,979",1858,52.1,$37.99*
Intel Core i5-2410M @ 2.30GHz,"1,972",1860,46.81,$42.12*
Intel Celeron N4500 @ 1.10GHz,"1,967",1861,NA,NA
Intel Core i5-2435M @ 2.40GHz,"1,964",1862,NA,NA
MT8788,"1,961",1863,NA,NA
AArch64 rev 2 (aarch64),"1,960",1865,NA,NA
Intel Atom E3940 @ 1.60GHz,"1,960",1864,NA,NA
MediaTek MT6771V/WM,"1,960",1866,NA,NA
AMD Athlon II X4 605e,"1,959",1867,78.81,$24.86 
Intel Core i3-3220T @ 2.80GHz,"1,954",1868,30.07,$64.99 
Intel Atom E3900 @ 1.60GHz,"1,953",1869,NA,NA
MediaTek MT6797X,"1,951",1870,NA,NA
Intel Celeron 4305UE @ 2.00GHz,"1,950",1871,NA,NA
Intel Core i3-4120U @ 2.00GHz,"1,948",1874,NA,NA
Intel Core i5-3317U @ 1.70GHz,"1,948",1872,8.66,$225.00*
Intel Core2 Quad Q9300 @ 2.50GHz,"1,948",1873,28.64,$68.02*
Intel Core m3-6Y30 @ 0.90GHz,"1,947",1875,6.93,$281.00*
AMD Phenom 9850B Quad-Core,"1,946",1876,NA,NA
AMD Phenom II X4 920,"1,945",1877,69.73,$27.89*
AMD A8-3800 APU,"1,939",1878,17.64,$109.95*
Intel Xeon X6550 @ 2.00GHz,"1,936",1879,NA,NA
Intel Xeon E5603 @ 1.60GHz,"1,935",1880,20.32,$95.19 
Intel Celeron N3450 @ 1.10GHz,"1,930",1881,10.43,$185.08*
AMD A6-7480,"1,929",1882,43.85,$43.99*
Intel Xeon E5507 @ 2.27GHz,"1,928",1883,19.28,$100.00 
Intel Xeon X3330 @ 2.66GHz,"1,928",1884,9.18,$210.00*
Intel Core i7-2637M @ 1.70GHz,"1,927",1885,NA,NA
Intel Core2 Quad Q9100 @ 2.26GHz,"1,923",1887,4.98,$385.89*
Intel Xeon E5410 @ 2.33GHz,"1,923",1886,179.92,$10.69*
Intel Xeon E5506 @ 2.13GHz,"1,923",1888,217.51,$8.84*
Intel Xeon E5420 @ 2.50GHz,"1,920",1889,7.68,$249.95*
AMD Phenom II X4 905e,"1,919",1890,35.54,$53.99*
AMD Opteron 3320 EE,"1,918",1891,3.59,$534.00*
Intel Core i3-4025U @ 1.90GHz,"1,918",1892,NA,NA
Intel Core i5-580M @ 2.67GHz,"1,918",1893,19.19,$99.95*
Intel Xeon L5410 @ 2.33GHz,"1,916",1894,19.15,$100.08*
Intel Pentium G3420T @ 2.70GHz,"1,912",1895,11.95,$159.99*
AMD Opteron X2170 APU,"1,911",1896,NA,NA
AMD A10 PRO-7350B APU,"1,910",1897,NA,NA
Intel Core i5-3439Y @ 1.50GHz,"1,907",1898,NA,NA
Intel Core i5-4422E @ 1.80GHz,"1,907",1899,7.17,$266.00*
Intel Pentium G3250 @ 3.20GHz,"1,906",1900,27.36,$69.66 
Intel Core i7-840QM @ 1.87GHz,"1,905",1901,6.57,$289.97*
Intel Core M-5Y10a @ 0.80GHz,"1,905",1902,NA,NA
AMD Phenom II X4 830,"1,903",1904,48.79,$39.00 
Intel Pentium G3450 @ 3.40GHz,"1,903",1903,31.73,$59.99 
AMD Opteron 2419 EE,"1,902",1905,NA,NA
AMD Athlon II X4 615e,"1,900",1906,32.2,$59.00*
Intel Core i3-2120 @ 3.30GHz,"1,899",1908,75.98,$24.99 
Intel Pentium G2120 @ 3.10GHz,"1,899",1907,31.66,$59.99 
AMD Opteron 1385,"1,898",1909,42.19,$45.00*
AMD A10-4600M APU,"1,896",1910,19.15,$98.99*
